#File	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R1_001.fastq.gz	/home/jkimball/data_release/umgc/novaseq/190828_A00223_0198_BHCMFVDRXX/Kimball_Project_003/Male_S4_R2_001.fastq.gz
#Total	108806166
#Matched	24018747	22.07480%
#Name	Reads	ReadsPct
5822	544	0.00050%
2973	543	0.00050%
88257	543	0.00050%
134826	541	0.00050%
4482	539	0.00050%
25366	537	0.00049%
37164	537	0.00049%
34036	536	0.00049%
29476	534	0.00049%
6074	532	0.00049%
855	531	0.00049%
25657	529	0.00049%
5210	529	0.00049%
55539	525	0.00048%
9874	521	0.00048%
111208	519	0.00048%
23625	518	0.00048%
7723	518	0.00048%
61678	516	0.00047%
105341	515	0.00047%
3625	515	0.00047%
24471	514	0.00047%
18091	512	0.00047%
8965	512	0.00047%
30668	511	0.00047%
248165	508	0.00047%
75890	506	0.00047%
28131	503	0.00046%
37519	503	0.00046%
59036	503	0.00046%
15803	502	0.00046%
6931	502	0.00046%
110741	500	0.00046%
36825	500	0.00046%
8200	499	0.00046%
92218	495	0.00045%
5522	491	0.00045%
5421	487	0.00045%
14041	486	0.00045%
